abs_scu_id,scu_label,abs_sent_id,text,text_spans,year,filepath,multi_sent,topic,w_overlap
2009~!~D0914-A-CDEF~!~83~!~SCU,Explosions rocked three Egyptian resorts,2009~!~D0914-A-CDEF~!~221~!~1,Explosions rocked three Egyptian Red Sea resorts popular with Israelis.,Explosions rocked three Egyptian Red Sea resorts,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~83~!~SCU,Explosions rocked three Egyptian resorts,2009~!~D0914-A-CDEF~!~221~!~2,Three explosions shook Egyptian resorts popular with vacationing Israelis.,Three explosions shook Egyptian resorts popular,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,3
2009~!~D0914-A-CDEF~!~83~!~SCU,Explosions rocked three Egyptian resorts,2009~!~D0914-A-CDEF~!~221~!~3,"In October 2004, three terrorist car bombs shook Egyptian Red Sea resorts popular with vacationing Israelis, killing 35 (including 23 Israelis) and wounding 125.",three terrorist car bombs shook Egyptian Red Sea resorts,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,2
2009~!~D0914-A-CDEF~!~84~!~SCU,Three Egyptian Red Sea resorts,2009~!~D0914-A-CDEF~!~213~!~1,"In the night of October 7, 2004, suspected terrorist car bombs ripped through three Egyptian Red Sea resorts popular with vacationing Israelis.",three Egyptian Red Sea resorts,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~84~!~SCU,Three Egyptian Red Sea resorts,2009~!~D0914-A-CDEF~!~221~!~1,Explosions rocked three Egyptian Red Sea resorts popular with Israelis.,three Egyptian Red Sea resorts,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~84~!~SCU,Three Egyptian Red Sea resorts,2009~!~D0914-A-CDEF~!~221~!~3,"In October 2004, three terrorist car bombs shook Egyptian Red Sea resorts popular with vacationing Israelis, killing 35 (including 23 Israelis) and wounding 125.",Egyptian Red Sea resorts,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~85~!~SCU,Egyptian resorts popular with Israelis,2009~!~D0914-A-CDEF~!~213~!~1,"In the night of October 7, 2004, suspected terrorist car bombs ripped through three Egyptian Red Sea resorts popular with vacationing Israelis.",Egyptian Red Sea resorts popular with vacationing Israelis,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~85~!~SCU,Egyptian resorts popular with Israelis,2009~!~D0914-A-CDEF~!~221~!~1,Explosions rocked three Egyptian Red Sea resorts popular with Israelis.,Egyptian Red Sea resorts popular with Israelis,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~85~!~SCU,Egyptian resorts popular with Israelis,2009~!~D0914-A-CDEF~!~221~!~2,Three explosions shook Egyptian resorts popular with vacationing Israelis.,Egyptian resorts popular with vacationing Israelis,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~85~!~SCU,Egyptian resorts popular with Israelis,2009~!~D0914-A-CDEF~!~221~!~3,"In October 2004, three terrorist car bombs shook Egyptian Red Sea resorts popular with vacationing Israelis, killing 35 (including 23 Israelis) and wounding 125.",Egyptian Red Sea resorts popular with vacationing Israelis,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~95~!~SCU,Israeli intelligence warned Israelis to keep out of the Sinai desert,2009~!~D0914-A-CDEF~!~220~!~0,"Last month, Israeli intelligence warned Israelis to keep out of the Sinai desert, citing information about possible attacks.",Israeli intelligence warned Israelis to keep out of the Sinai desert,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,6
2009~!~D0914-A-CDEF~!~95~!~SCU,Israeli intelligence warned Israelis to keep out of the Sinai desert,2009~!~D0914-A-CDEF~!~227~!~1,The explosions followed warnings from Israeli Intelligence to keep out of the Sinai Desert.,warnings from Israeli Intelligence to keep out of the Sinai Desert,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,4
2009~!~D0914-A-CDEF~!~95~!~SCU,Israeli intelligence warned Israelis to keep out of the Sinai desert,2009~!~D0914-A-CDEF~!~227~!~2,Shin Bet intelligence service had advised Israelis not to go Sinai resorts during holidays. ,Shin Bet intelligence service had advised Israelis not to go Sinai resorts during holidays,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,3
2009~!~D0914-A-CDEF~!~89~!~SCU,At least 30 people were killed,2009~!~D0914-A-CDEF~!~246~!~0,At least 30 people were killed and at least 100 were wounded.,At least 30 people were killed,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,3
2009~!~D0914-A-CDEF~!~89~!~SCU,At least 30 people were killed,2009~!~D0914-A-CDEF~!~246~!~1,At least 35 people were killed and 100 wounded.,At least 35 people were killed,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,2
2009~!~D0914-A-CDEF~!~89~!~SCU,At least 30 people were killed,2009~!~D0914-A-CDEF~!~221~!~3,"In October 2004, three terrorist car bombs shook Egyptian Red Sea resorts popular with vacationing Israelis, killing 35 (including 23 Israelis) and wounding 125.",killing 35,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0914-A-CDEF.pyr,False,D0914-A-CDEF,1
2009~!~D0943-A-ADEH~!~37~!~SCU,There were years of bungled police work,2009~!~D0943-A-ADEH~!~250~!~0,There were years of bungled police work and unexplained killings of witnesses. ,There were years of bungled police work,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,4
2009~!~D0943-A-ADEH~!~37~!~SCU,There were years of bungled police work,2009~!~D0943-A-ADEH~!~250~!~1,"The trial was not settled due to years of bungled police work, unexpected killings of witnesses and a suspect, and vague and contradictory testimonies.",years of bungled police work,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,4
2009~!~D0943-A-ADEH~!~29~!~SCU,Prosecutors charged that the men were taking revenge.,2009~!~D0943-A-ADEH~!~257~!~0,"Prosecutors charged that a millionaire named Malik and a millworker named Bagri were Sikhs taking revenge against the Indian government, which owned Air India planes, for attacking a Sikh temple in 1984.",Prosecutors charged that...Sikhs taking revenge...for attacking a Sikh temple in 1984,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,4
2009~!~D0943-A-ADEH~!~29~!~SCU,Prosecutors charged that the men were taking revenge.,2009~!~D0943-A-ADEH~!~253~!~0,Prosecutors believe the Sikhs' motive was to avenge India's 1984 attack on the Golden Temple in Amritsar.,Prosecutors believe the Sikhs' motive was to avenge India's 1984 attack on the Golden Temple in Amritsar,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,1
2009~!~D0943-A-ADEH~!~29~!~SCU,Prosecutors charged that the men were taking revenge.,2009~!~D0943-A-ADEH~!~254~!~0,Prosecutors believe the two British Columbia-based Sikh extremists acted in revenge against the Indian government for attacking a Sikh temple in 1984.,Prosecutors believe the two British Columbia-based Sikh extremists acted in revenge against the Indian government for attacking a Sikh temple in 1984,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,2
2009~!~D0943-A-ADEH~!~29~!~SCU,Prosecutors charged that the men were taking revenge.,2009~!~D0943-A-ADEH~!~252~!~0,The prosecution held that the men wanted revenge against the Indian government for attacking Sikhdom's most holy temple in 1984.,The prosecution held that the men wanted revenge against the Indian government for attacking Sikhdom's most holy temple in 1984,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,2
2009~!~D0943-A-ADEH~!~1~!~SCU,Two men were accused of bombing a jet,2009~!~D0943-A-ADEH~!~269~!~0,"Two men accused of bombing an Air India jet, killing 329 people in 1985, were tried in Vancouver nearly 20 years later.",Two men accused of bombing an Air India jet,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,4
2009~!~D0943-A-ADEH~!~1~!~SCU,Two men were accused of bombing a jet,2009~!~D0943-A-ADEH~!~258~!~1,"Two Sikhs, Ripudaman Malik and Ajaib Bagri, were charged with the 1985 bombing of an Air India jet that killed 329 passengers and with killing two baggage handlers at Narita Airport.",Two Sikhs...were charged with the 1985 bombing of an Air India jet that killed 329 passengers,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,2
2009~!~D0943-A-ADEH~!~1~!~SCU,Two men were accused of bombing a jet,2009~!~D0943-A-ADEH~!~259~!~0,Ripudaman Malik and Ajaib Bagri have been in custody over four years accused of bombing an Air India jumbo jet in June 1985 killing 329 people.,Ripudaman Malik and Ajaib Bagri...accused of bombing an Air India jumbo jet,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,3
2009~!~D0943-A-ADEH~!~1~!~SCU,Two men were accused of bombing a jet,2009~!~D0943-A-ADEH~!~254~!~1,"Final arguments were presented in the British Columbian trial of two Indian Sikh immigrants accused of involvement in two bombings: an Air India jet which exploded off the Irish coast in 1985, killing all 329 aboard; and a bomb that killed two baggage handlers in Tokyo.",two Indian Sikh immigrants accused of involvement in...an Air India jet which exploded off the Irish coast in 1985,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,3
2009~!~D0943-A-ADEH~!~4~!~SCU,The men were accused of bombing an Air India jet,2009~!~D0943-A-ADEH~!~269~!~0,"Two men accused of bombing an Air India jet, killing 329 people in 1985, were tried in Vancouver nearly 20 years later.",Two men accused of bombing an Air India jet,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,6
2009~!~D0943-A-ADEH~!~4~!~SCU,The men were accused of bombing an Air India jet,2009~!~D0943-A-ADEH~!~258~!~1,"Two Sikhs, Ripudaman Malik and Ajaib Bagri, were charged with the 1985 bombing of an Air India jet that killed 329 passengers and with killing two baggage handlers at Narita Airport.",Two Sikhs...were charged with the 1985 bombing of an Air India jet,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,4
2009~!~D0943-A-ADEH~!~4~!~SCU,The men were accused of bombing an Air India jet,2009~!~D0943-A-ADEH~!~259~!~0,Ripudaman Malik and Ajaib Bagri have been in custody over four years accused of bombing an Air India jumbo jet in June 1985 killing 329 people.,Ripudaman Malik and Ajaib Bagri...accused of bombing an Air India jumbo jet,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,5
2009~!~D0943-A-ADEH~!~4~!~SCU,The men were accused of bombing an Air India jet,2009~!~D0943-A-ADEH~!~254~!~1,"Final arguments were presented in the British Columbian trial of two Indian Sikh immigrants accused of involvement in two bombings: an Air India jet which exploded off the Irish coast in 1985, killing all 329 aboard; and a bomb that killed two baggage handlers in Tokyo.",two Indian Sikh immigrants accused of involvement in...bombings: an Air India jet,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,5
2009~!~D0943-A-ADEH~!~36~!~SCU,Final arguments concluded in December 2004,2009~!~D0943-A-ADEH~!~291~!~0,Final arguments in their murder trial concluded in December 2004.,Final arguments in their murder trial concluded in December 2004,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,5
2009~!~D0943-A-ADEH~!~36~!~SCU,Final arguments concluded in December 2004,2009~!~D0943-A-ADEH~!~254~!~1,"Final arguments were presented in the British Columbian trial of two Indian Sikh immigrants accused of involvement in two bombings: an Air India jet which exploded off the Irish coast in 1985, killing all 329 aboard; and a bomb that killed two baggage handlers in Tokyo.",Final arguments were presented,2009,../data/DUC/TAC2009/UpdateSumm09_eval/manual/pyramids/D0943-A-ADEH.pyr,False,D0943-A-ADEH,2
2008~!~D0805-B-ABCF~!~1~!~SCU,Open season for Medicare Part D has begun,2008~!~D0805-B-ABCF~!~403~!~0,Open season for Medicare Part D has begun.,Open season for Medicare Part D has begun,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0805-B-ABCF.pyr,False,D0805-B-ABCF,5
2008~!~D0805-B-ABCF~!~1~!~SCU,Open season for Medicare Part D has begun,2008~!~D0805-B-ABCF~!~403~!~1,Calls for help have increased sharply since enrollment for Medicare Part D opened.,enrollment for Medicare Part D opened,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0805-B-ABCF.pyr,False,D0805-B-ABCF,3
2008~!~D0805-B-ABCF~!~1~!~SCU,Open season for Medicare Part D has begun,2008~!~D0805-B-ABCF~!~393~!~0,"Plan D got off to a rocky start with the beginning of enrollment on November 15, because of the complexity of the system.",the beginning of enrollment on November 15,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0805-B-ABCF.pyr,False,D0805-B-ABCF,2
2008~!~D0805-B-ABCF~!~2~!~SCU,Some lawmakers are seeking a two-year delay in Plan implementation,2008~!~D0805-B-ABCF~!~404~!~0,"Due to the extensive criticism of the plan, some lawmakers are seeking a two-year delay in its implementation.",some lawmakers are seeking a two-year delay in its implementation,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0805-B-ABCF.pyr,False,D0805-B-ABCF,6
2008~!~D0805-B-ABCF~!~2~!~SCU,Some lawmakers are seeking a two-year delay in Plan implementation,2008~!~D0805-B-ABCF~!~404~!~1,Some lawmakers are suggesting a two-year delay in implementation of the plan.,Some lawmakers are suggesting a two-year delay in implementation of the plan,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0805-B-ABCF.pyr,False,D0805-B-ABCF,5
2008~!~D0805-B-ABCF~!~2~!~SCU,Some lawmakers are seeking a two-year delay in Plan implementation,2008~!~D0805-B-ABCF~!~404~!~2,The Plan D's intricacies and implementation have been so criticized that some lawmakers a pushing for a two-year delay.,some lawmakers a pushing for a two-year delay,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0805-B-ABCF.pyr,False,D0805-B-ABCF,5
2008~!~D0805-B-ABCF~!~5~!~SCU,Many organizations try to supplement the swamped Medicare lines,2008~!~D0805-B-ABCF~!~405~!~0,"Many organizations and volunteers try to supplement the swamped Medicare lines, but all face developing backlogs and problems training personnel.",Many organizations and volunteers try to supplement the swamped Medicare lines,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0805-B-ABCF.pyr,False,D0805-B-ABCF,6
2008~!~D0805-B-ABCF~!~5~!~SCU,Many organizations try to supplement the swamped Medicare lines,2008~!~D0805-B-ABCF~!~405~!~1,States and local communities are offering resources in addition to the federal ones to assist enrollees due to the plan's complexities.,States...and local communities...are offering resources in addition to the federal ones,2008,../data/DUC/TAC2008/UpdateSumm08_eval/manual/pyramids/D0805-B-ABCF.pyr,False,D0805-B-ABCF,0
2010~!~D1041-A-DEGH~!~25~!~SCU,Protection efforts include artificial reefs,2010~!~D1041-A-DEGH~!~427~!~0,Taiwan is constructing artificial reefs to act as foundations to support new living coral colonies.  ,Taiwan is constructing artificial reefs to act as foundations to support new living coral colonies,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1041-A-DEGH.pyr,False,D1041-A-DEGH,2
2010~!~D1041-A-DEGH~!~25~!~SCU,Protection efforts include artificial reefs,2010~!~D1041-A-DEGH~!~427~!~1,"Protection efforts include fishing restrictions, coral reef trade limitations, artificial reefs, satellite monitoring, and possibly the introduction of more heat-tolerant co-habiting species. ",Protection efforts include...artificial reefs,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1041-A-DEGH.pyr,False,D1041-A-DEGH,5
2010~!~D1041-A-DEGH~!~25~!~SCU,Protection efforts include artificial reefs,2010~!~D1041-A-DEGH~!~427~!~2,"The U.S. is helping by improved monitoring, satellite surveillance, accepting an international treaty restricting trade, and $10 million in grants, while Taiwan is creating artificial reefs with discarded utility poles and tires.",Taiwan is creating artificial reefs with discarded utility poles and tires,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1041-A-DEGH.pyr,False,D1041-A-DEGH,2
2010~!~D1041-A-DEGH~!~27~!~SCU,Protection efforts include fishing and trade restrictions,2010~!~D1041-A-DEGH~!~427~!~1,"Protection efforts include fishing restrictions, coral reef trade limitations, artificial reefs, satellite monitoring, and possibly the introduction of more heat-tolerant co-habiting species. ","Protection efforts include fishing restrictions, coral reef trade limitations",2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1041-A-DEGH.pyr,False,D1041-A-DEGH,6
2010~!~D1041-A-DEGH~!~27~!~SCU,Protection efforts include fishing and trade restrictions,2010~!~D1041-A-DEGH~!~428~!~1,"Satellite surveillance, trade restrictions, and marine sanctuaries are options.","trade restrictions, and marine sanctuaries are options",2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1041-A-DEGH.pyr,False,D1041-A-DEGH,2
2010~!~D1041-A-DEGH~!~27~!~SCU,Protection efforts include fishing and trade restrictions,2010~!~D1041-A-DEGH~!~427~!~2,"The U.S. is helping by improved monitoring, satellite surveillance, accepting an international treaty restricting trade, and $10 million in grants, while Taiwan is creating artificial reefs with discarded utility poles and tires.",accepting an international treaty restricting trade,2010,../data/DUC/TAC2010/GuidedSumm2010_eval/manual/pyramids/D1041-A-DEGH.pyr,False,D1041-A-DEGH,1
